News Channel,Compound,Negative,Neutral,Positive,Tweet Ago,Tweet Date,Tweet Text
CBS,0.0,0.0,1.0,0.0,57,10/05/2018,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC
CBS,-0.0531,0.236,0.588,0.176,58,10/05/2018,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs
CBS,0.6486,0.0,0.791,0.209,59,10/05/2018,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…
CBS,0.9642,0.0,0.473,0.527,60,10/05/2018,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…"
CBS,0.0,0.0,1.0,0.0,61,10/05/2018,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…
CBS,0.3612,0.0,0.737,0.263,62,10/05/2018,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9
CBS,-0.2263,0.091,0.909,0.0,63,10/05/2018,"Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:… https://t.co/IypoJ0l16P"
CBS,0.0,0.0,1.0,0.0,64,10/05/2018,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…
CBS,-0.4322,0.159,0.771,0.07,65,10/05/2018,"What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes sea… https://t.co/Gjiy0pByaE"
CBS,-0.2481,0.233,0.598,0.17,66,10/05/2018,"RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…"
CBS,0.0,0.0,1.0,0.0,67,10/05/2018,@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx
CBS,0.0,0.0,1.0,0.0,68,10/05/2018,This just in... https://t.co/QG3OYF6Rfv
CBS,0.4753,0.083,0.699,0.218,69,10/05/2018,RT @CBSAllAccess: Get excited! Stream original #MurphyBrown episodes for a limited time on CBS All Access before the @MurphyBrownCBS reviva…
CBS,0.0,0.0,1.0,0.0,70,10/05/2018,"This just in! The 54th #ACMawards will air LIVE from Las Vegas on Sunday, April 7, 2019 at 8/7c on CBS and… https://t.co/Q9e7qxe26l"
CBS,-0.2263,0.083,0.917,0.0,71,10/05/2018,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York,… https://t.co/9eXZ9mA1Xb"
CBS,0.6705,0.0,0.744,0.256,72,10/05/2018,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today:… https://t.co/eHt8guHoyv
CBS,0.4215,0.0,0.851,0.149,73,10/05/2018,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer c… https://t.co/8bp2XNKwfH
CBS,0.0,0.0,1.0,0.0,74,10/05/2018,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog
CBS,-0.5411,0.196,0.712,0.092,75,10/05/2018,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…"
CBS,0.0,0.0,1.0,0.0,76,10/05/2018,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR
CBS,-0.296,0.121,0.879,0.0,77,10/05/2018,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC
CBS,0.4753,0.0,0.808,0.192,78,10/05/2018,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO
CBS,0.0,0.0,1.0,0.0,79,10/05/2018,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP
CBS,0.3612,0.0,0.889,0.111,80,10/05/2018,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ
CBS,0.6908,0.0,0.467,0.533,81,10/05/2018,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL"
CBS,0.4215,0.0,0.865,0.135,82,10/05/2018,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS… https://t.co/ntuGKLYvuW
CBS,0.6514,0.0,0.829,0.171,83,10/05/2018,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…
CBS,0.0,0.0,1.0,0.0,84,10/05/2018,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundrais… https://t.co/iHKGOoWejA"
CBS,0.0,0.0,1.0,0.0,85,10/05/2018,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before i… https://t.co/5AIUH5VmMk"
CBS,-0.6908,0.239,0.761,0.0,86,10/05/2018,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…"
CBS,0.6239,0.0,0.83,0.17,87,10/05/2018,RT @GodFriendedMe: It's a godsend! We're dropping the #GodFriendedMe pilot tomorrow right here on Twitter for you to stream a full month be…
CBS,0.0,0.0,1.0,0.0,88,10/05/2018,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for… https://t.co/BpgDyYl8fc"
CBS,-0.4389,0.112,0.888,0.0,89,10/05/2018,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…
CBS,0.0,0.0,1.0,0.0,90,10/05/2018,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ"
CBS,0.0,0.0,1.0,0.0,91,10/05/2018,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb"
CBS,0.5423,0.0,0.829,0.171,92,10/05/2018,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn
CBS,0.3182,0.0,0.887,0.113,93,10/05/2018,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5"
CBS,0.0,0.0,1.0,0.0,94,10/05/2018,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz
CBS,-0.5267,0.188,0.72,0.092,95,10/05/2018,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…
CBS,0.0,0.0,1.0,0.0,96,10/05/2018,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:… https://t.co/Op9VcDsREa
CBS,0.4389,0.0,0.874,0.126,97,10/05/2018,Clear your schedules for the 100th #PGAChamp! Stream the Final Round LIVE on @cbsallaccess at 2 PM ET across all de… https://t.co/m6bH2pKTUN
CBS,-0.3182,0.103,0.897,0.0,98,10/05/2018,The fortune teller you’ll meet this Saturday lived a life of luxury... by scamming her victims out of hundreds of t… https://t.co/fJo6F2Eo5p
CBS,0.4926,0.0,0.856,0.144,99,10/05/2018,The 100th PGA Championship continues today! Stream it LIVE on @cbsallaccess at 2PM ET across all devices. Try 1 Wee… https://t.co/jbMg06eOND
CBS,0.8957,0.0,0.581,0.419,100,10/05/2018,"To celebrate the 100th PGA Championship, relive some of the tournament's greatest moments with Luke Wilson. 

Don't… https://t.co/wUuB93smr4"
CNN,0.0,0.0,1.0,0.0,1,10/05/2018,Former Secretary of State John Kerry said he has not met with any Iranians since President Donald Trump pulled out… https://t.co/tngCGhE6QJ
CNN,-0.4019,0.162,0.838,0.0,2,10/05/2018,Appeals court says complaints about Brett Kavanaugh don't pertain to conduct as judge https://t.co/jPbI6Mv0rr https://t.co/qH3tCJ2rBG
CNN,-0.0258,0.084,0.916,0.0,3,10/05/2018,President Trump touts 'historic night' at Kansas rally after Kavanaugh's confirmation https://t.co/RYbPIlAAD0 https://t.co/uwRZE7cOXL
CNN,0.0772,0.0,0.925,0.075,4,10/05/2018,You may want to check your fridge and garage for all these things recalled this week https://t.co/zlnAWqKsAh
CNN,0.0,0.0,1.0,0.0,5,10/05/2018,Where Brett Kavanaugh stands on key issues https://t.co/8WDKUvkqoR https://t.co/D8HpGxK9k3
CNN,0.6369,0.135,0.529,0.337,6,10/05/2018,"Justice Elena Kagan worries about the ""legitimacy"" of a politically divided Supreme Court https://t.co/JqGhPJKjzn https://t.co/H0NmwjVraF"
CNN,0.7906,0.0,0.611,0.389,7,10/05/2018,Brett Kavanaugh has been sworn in as a US Supreme Court justice https://t.co/1wR6L8kHAn https://t.co/WdCBOHgSBH
CNN,0.0,0.0,1.0,0.0,8,10/05/2018,How senators voted on Brett Kavanaugh https://t.co/98Dq1mGYtw
CNN,0.0,0.0,1.0,0.0,9,10/05/2018,"31 days out, midterms voting has already begun https://t.co/ufA15NsaPC"
CNN,0.4019,0.0,0.787,0.213,10,10/05/2018,Getting to yes: How the Senate confirmed Brett Kavanaugh https://t.co/3VlJKFCgPF https://t.co/u8MLwHO9aj
CNN,0.8439,0.0,0.712,0.288,11,10/05/2018,"RT @CNNPolitics: President Donald Trump: ""We're very happy and the vote was a great vote, a very historic vote. I just spoke to [Brett Kava…"
CNN,0.5574,0.0,0.783,0.217,12,10/05/2018,President Trump congratulates Brett Kavanaugh following his confirmation to the US Supreme Court… https://t.co/k6KjvzDX2f
CNN,-0.1027,0.076,0.924,0.0,13,10/05/2018,"President Donald Trump warns that Sen. Lisa Murkowski ""will never recover"" for opposing Brett Kavanaugh, The Washin… https://t.co/gM5VAvwK8K"
CNN,0.4019,0.078,0.776,0.147,14,10/05/2018,"A large crowd of protesters has surged onto the front steps of the US Supreme Court, chanting, ""Kavanaugh has got t… https://t.co/XtGU5FGgrh"
CNN,0.0,0.0,1.0,0.0,15,10/05/2018,Officer who shot Tamir Rice hired by small police department in Ohio https://t.co/L2uG64rZen
CNN,0.7269,0.0,0.697,0.303,16,10/05/2018,"President Donald Trump praises Sen. Susan Collins for support of Brett Kavanaugh: ""Susan was incredible""… https://t.co/8ood7fUb4e"
CNN,0.0,0.0,1.0,0.0,17,10/05/2018,How senators voted on Brett Kavanaugh https://t.co/HPwub2gliD
CNN,0.5719,0.0,0.824,0.176,18,10/05/2018,"RT @CNNPolitics: Senate Majority Leader Mitch McConnell: ""This is a good day for America and an important day for the Senate. We stood up f…"
CNN,0.0,0.0,1.0,0.0,19,10/05/2018,RT @CNNOpinion: CNN Opinion asked a diverse group of commentators to weigh in with what the Brett Kavanaugh confirmation process has taught…
CNN,0.296,0.194,0.522,0.284,20,10/05/2018,How Kavanaugh maneuvered to win his confirmation fight https://t.co/MPOnYbptmP
CNN,0.5574,0.0,0.841,0.159,21,10/05/2018,JUST IN: Brett Kavanaugh has been confirmed to the Supreme Court. Watch Vice President Mike Pence announce the resu… https://t.co/q0XTTb3WyP
CNN,0.5574,0.0,0.783,0.217,22,10/05/2018,BREAKING: The Senate has voted to confirm Brett Kavanaugh to the Supreme Court https://t.co/BlrF7JWT7L
CNN,0.0,0.0,1.0,0.0,23,10/05/2018,"""A vote to confirm Judge Kavanaugh today is a vote to end this brief, dark chapter in the Senate's history and turn… https://t.co/Ov5m5Fwi9M"
CNN,-0.2144,0.111,0.816,0.073,24,10/05/2018,"""I understand, I share the deep anguish that millions of Americans are experiencing today. But I say to you, my fel… https://t.co/vEFpsvfKQ0"
CNN,0.0,0.0,1.0,0.0,25,10/05/2018,Turkey launches investigation into Saudi journalist's disappearance https://t.co/GxSOsrnn9I
CNN,0.6249,0.0,0.814,0.186,26,10/05/2018,"President Trump says he's looking forward to Brett Kavanaugh's confirmation vote and that he ""will be a great justi… https://t.co/LxxokFjh53"
CNN,0.0,0.0,1.0,0.0,27,10/05/2018,Democrats say Michael Avenatti undercut their case against Brett Kavanaugh https://t.co/BXkRDq4zvg
CNN,0.5574,0.0,0.816,0.184,28,10/05/2018,The Senate is expected to vote on Supreme Court nominee Brett Kavanaugh around 3:30 p.m. ET https://t.co/ovXC9SKj2G
CNN,0.0,0.0,1.0,0.0,29,10/05/2018,Banksy painting 'self-destructs' moments after being sold for $1.4 million at auction https://t.co/3TLhgOYng1 https://t.co/EWDzQJmh2g
CNN,-0.3384,0.112,0.888,0.0,30,10/05/2018,"President Trump's older sister, Judge Maryanne Trump Barry, has kept a very low profile since he ran for office. Bu… https://t.co/kCYIFE2UbY"
CNN,0.0772,0.0,0.925,0.075,31,10/05/2018,You may want to check your fridge and garage for all these things recalled this week https://t.co/pQuNVq29EJ
CNN,0.4019,0.081,0.766,0.153,32,10/05/2018,Protesters have gathered outside of the US Capitol to oppose the appointment of Brett Kavanaugh to the Supreme Cour… https://t.co/ozkmUUtMCD
CNN,-0.2263,0.147,0.853,0.0,33,10/05/2018,NFL settles lawsuit with family of legendary linebacker Junior Seau https://t.co/QpeCPcwaw3 https://t.co/v6rUXsDqQP
CNN,-0.2263,0.091,0.909,0.0,34,10/05/2018,Protesters are gathering in Washington and other cities to oppose the appointment of Brett Kavanaugh to the US Supr… https://t.co/uj7QemAHf0
CNN,-0.0274,0.111,0.737,0.152,35,10/05/2018,"Vitamin D supplements do not improve bone mineral density or prevent fractures or falls in adults, a large study fi… https://t.co/RWwyX920BH"
CNN,0.0,0.0,1.0,0.0,36,10/05/2018,"Christine Blasey Ford's sister-in-law on Sens. Joe Manchin and Susan Collins' remarks about Ford: ""I think they're… https://t.co/pxg5HS4EUc"
CNN,0.8555,0.0,0.539,0.461,37,10/05/2018,Brett Kavanaugh poised to win confirmation to the Supreme Court this afternoon https://t.co/QOiG2w1R17 https://t.co/vU29RznI3B
CNN,0.0,0.0,1.0,0.0,38,10/05/2018,"First lady Melania Trump: ""Glad"" both Brett Kavanaugh and Christine Blasey Ford were heard https://t.co/BTcWSzRquT https://t.co/nCFG6sMG06"
CNN,0.0,0.0,1.0,0.0,39,10/05/2018,How Casper drove Mattress Firm into bankruptcy https://t.co/aLXD2SFkO0
CNN,0.0,0.0,1.0,0.0,40,10/05/2018,"Interpol says it has asked Chinese authorities for information about the agency's president, Meng Hongwei, who was… https://t.co/ZqRHagCIsf"
CNN,0.0,0.0,1.0,0.0,41,10/05/2018,Where women are turning toward Democrats. And where they're not. https://t.co/5pGBoJHTde https://t.co/6DsehTYTK4
CNN,-0.4019,0.247,0.57,0.183,42,10/05/2018,"Eating processed meats like bacon, sausages and ham could increase the risk of breast cancer, a study shows.

Regul… https://t.co/75p6C7uZyv"
CNN,0.0,0.0,1.0,0.0,43,10/05/2018,"3,000 items from the personal collection of Neil Armstrong, the first man to walk on the moon, go up for auction ne… https://t.co/U3Iujoce2r"
CNN,0.5574,0.0,0.854,0.146,44,10/05/2018,"RT @CNNPolitics: First lady Melania Trump says Brett Kavanaugh is ""highly qualified"" for the Supreme Court. Trump added that she is ""glad""…"
CNN,-0.3384,0.112,0.888,0.0,45,10/05/2018,"President Trump's older sister, Judge Maryanne Trump Barry, has kept a very low profile since he ran for office. Bu… https://t.co/V66r1nOsY7"
CNN,-0.0258,0.209,0.642,0.15,46,10/05/2018,"A two-year-old boy shredded more than $1,000 his parents had saved to pay a debt https://t.co/mNZgfPOVTU https://t.co/0WXB6iqKhH"
CNN,0.5719,0.0,0.837,0.163,47,10/05/2018,The commercial success of virtual reality may depend on being able to make real human connections on VR platforms.… https://t.co/nantNaBe5f
CNN,0.0,0.0,1.0,0.0,48,10/05/2018,Banksy painting 'self-destructs' moments after being sold for $1.4 million at auction https://t.co/7vZCtzefGO https://t.co/rNMsnCQgfw
CNN,0.4927,0.0,0.856,0.144,49,10/05/2018,Are standing desks really good for you? Proponents claim that eliminating sitting from your work life can make you… https://t.co/7qZ8xaAfqB
CNN,0.4588,0.0,0.85,0.15,50,10/05/2018,What happens when your son defies traditional gender labels? @lisaling talks about acceptance with @prince_ej and h… https://t.co/la5im7JKu3
CNN,0.4404,0.0,0.868,0.132,51,10/05/2018,"A rock that was used as a doorstop for the past 30 years turned out to be a meteorite valued at $100,000… https://t.co/BdDez94eAM"
CNN,-0.2023,0.114,0.886,0.0,52,10/05/2018,"High-population cities have longer-lasting flu seasons, while lower-population cities have shorter but more intense… https://t.co/OY9GxhD080"
CNN,0.0,0.0,1.0,0.0,53,10/05/2018,"At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and… https://t.co/DNH2kUPEhv"
CNN,0.2732,0.0,0.909,0.091,54,10/05/2018,"Albert Einstein's famous ""God Letter"" is expected to fetch at least $1 million when it goes up for auction in Decem… https://t.co/LLFIO0tJN2"
CNN,0.0,0.0,1.0,0.0,55,10/05/2018,Germany's Bayern Munich is exploring the relationship between crowd noise and on-pitch performance. Using acoustic… https://t.co/KFBfMs6PGS
CNN,-0.4019,0.247,0.57,0.183,56,10/05/2018,"Eating processed meats like bacon, sausages and ham could increase the risk of breast cancer, a study shows.

Regul… https://t.co/lDBxOcKFZJ"
CNN,0.0,0.0,1.0,0.0,57,10/05/2018,"Take a rare tour underneath and inside San Francisco's Golden Gate Bridge where about 200 iron workers, engineers,… https://t.co/W0jB5i9vwL"
CNN,0.6705,0.148,0.542,0.31,58,10/05/2018,This woman is being hailed as a hero after confronting another woman who was criticizing two friends for speaking S… https://t.co/hbQAR3WSJL
CNN,0.0,0.0,1.0,0.0,59,10/05/2018,"Christine Blasey Ford's sister-in-law on Sens. Joe Manchin and Susan Collins' remarks about Ford: ""I think they're… https://t.co/ddv4o3lMOy"
CNN,0.0,0.0,1.0,0.0,60,10/05/2018,"At 106 (and 1/2), this doctor isn't slowing down https://t.co/l59QWAFkfX https://t.co/DrxCBCGDaO"
CNN,-0.128,0.073,0.927,0.0,61,10/05/2018,"Ford is cutting staff as it transforms its business.

The second largest US automaker said it was reorganizing its… https://t.co/EqyxZOhqPT"
CNN,0.0,0.0,1.0,0.0,62,10/05/2018,Christine Blasey Ford is on the cover of this week's Time magazine. But it's not a photograph of Ford; it's an illu… https://t.co/1rdp9gwXNM
CNN,-0.2263,0.147,0.853,0.0,63,10/05/2018,NFL settles lawsuit with family of legendary linebacker Junior Seau https://t.co/QVhlhWlxQD https://t.co/1vVTfffh9z
CNN,0.0,0.0,1.0,0.0,64,10/05/2018,"NYC to Boston in 36 minutes? Transcend Air has plans for a jet-fast plane that takes off and lands vertically, allo… https://t.co/k27fr1VBNV"
CNN,0.4404,0.0,0.873,0.127,65,10/05/2018,A 22-pound rock that has been propping open a door in Michigan for decades turns out to be a meteorite valued at $1… https://t.co/rPFACuLwGH
CNN,0.0,0.0,1.0,0.0,66,10/05/2018,"Luxury tourism is on the rise in Tulum, Mexico. But the beaches there are also home to nesting sea turtles, which a… https://t.co/duPw4RNMr1"
CNN,0.4215,0.0,0.865,0.135,67,10/05/2018,The FDA has revoked the use of seven food additives after environmentalists and food safety experts presented data… https://t.co/IBcJ0KwGhl
CNN,0.5994,0.0,0.804,0.196,68,10/05/2018,Hershey has a super secret chocolate lab where all its products get dreamed up. Go inside: https://t.co/qarEkoIhZa https://t.co/enN7FV8EPx
CNN,-0.0258,0.209,0.642,0.15,69,10/05/2018,"A two-year-old boy shredded more than $1,000 his parents had saved to pay a debt https://t.co/3mpdyXpZAk https://t.co/ybmPeEgs8r"
CNN,0.25,0.0,0.905,0.095,70,10/05/2018,A man's vision changed dramatically after he took a gulp of a drug he bought online that is commonly used to treat… https://t.co/kOB4cqVpSL
CNN,-0.0274,0.111,0.737,0.152,71,10/05/2018,"Vitamin D supplements do not improve bone mineral density or prevent fractures or falls in adults, a large study fi… https://t.co/trVIqTQpfI"
CNN,0.0,0.0,1.0,0.0,72,10/05/2018,"An 8-year-old girl drew a pre-Viking-era sword from a Swedish lake, prompting locals to name her the ""Queen of Swed… https://t.co/vSd9l1qMLO"
CNN,0.8591,0.0,0.689,0.311,73,10/05/2018,The 2018 Nobel Peace Prize has been awarded to Denis Mukwege and Nadia Murad for their efforts to end the use of se… https://t.co/DE5E6ebpJN
CNN,0.0,0.0,1.0,0.0,74,10/05/2018,A financial disclosure from Donald Trump's sister led to The New York Times report on his taxes… https://t.co/a6LcrLExvd
CNN,0.296,0.223,0.522,0.255,75,10/05/2018,"RT @CNNTonight: ""I'm grieving for the loss of truth and justice in our system, for the undermining of the Supreme Court process and also fo…"
CNN,0.5719,0.0,0.829,0.171,76,10/05/2018,Friday night lights shine as a Georgia high school wins its first football game since teammate Dylan Thomas' death… https://t.co/6Mj1tCv79A
CNN,-0.34,0.13,0.87,0.0,77,10/05/2018,"Authorities have been saying a vehicle somehow started California's Ferguson Fire. 

Now, the US Forest Service say… https://t.co/dqkJD6Lv6J"
CNN,-0.6418,0.258,0.624,0.118,78,10/05/2018,"RT @CNNTonight: CNN's @DonLemon: ""The fight over Supreme Court nominee Brett Kavanaugh has been so brutal that nobody's really coming out o…"
CNN,0.6486,0.0,0.73,0.27,79,10/05/2018,"CNN Business went inside Amazon HQ to see how Amazon uses AI to improve customer experiences, from cashier-less sto… https://t.co/WSVmJSQ8FT"
CNN,0.0,0.0,1.0,0.0,80,10/05/2018,"Before it was used by celebrities and politicians, Twitter was nothing more than an idea sketched on Jack Dorsey's… https://t.co/BtczZGnrMP"
CNN,0.8442,0.083,0.542,0.375,81,10/05/2018,Supreme Court Justice Elena Kagan expressed concern over the court's lack of a swing vote with Justice Anthony Kenn… https://t.co/y6gv8zhE6b
CNN,-0.1406,0.084,0.916,0.0,82,10/05/2018,"From a very young age, future K-pop idols follow a rigorous training regime, but only a few aspiring superstars mak… https://t.co/Ld9DFzDfj4"
CNN,0.7906,0.0,0.708,0.292,83,10/05/2018,"Justice Elena Kagan expresses concern as to whether the US Supreme Court will have a ""middle position"" going forwar… https://t.co/qB51s9FTom"
CNN,0.6705,0.148,0.542,0.31,84,10/05/2018,This woman is being hailed as a hero after confronting another woman who was criticizing two friends for speaking S… https://t.co/YvdfBuahlS
CNN,0.0,0.0,1.0,0.0,85,10/05/2018,How the Democrats got outplayed on Kavanaugh | By Julian Zelizer via @CNNOpinion https://t.co/DDeb334HSc https://t.co/HkG8tUCwVP
CNN,0.1027,0.098,0.787,0.114,86,10/05/2018,"RT @CuomoPrimeTime: ""I always thought there was hope. That's why I was fighting. ... When I spoke with Senator Flake, I did not think that…"
CNN,0.4215,0.0,0.872,0.128,87,10/05/2018,The FDA has approved the use of a human papillomavirus vaccine called Gardasil 9 for men and women between the ages… https://t.co/upmevwjuJN
CNN,0.0772,0.0,0.929,0.071,88,10/05/2018,"RT @AC360: ""C'mon Carrie, be realistic."" 
@JeffreyToobin challenges @JCNSeverino on the goals, and potential implications, of adding Judge…"
CNN,0.3182,0.0,0.892,0.108,89,10/05/2018,"Sen. Lisa Murkowski said she remains a ""no"" on Supreme Court nominee Brett Kavanaugh but will vote ""present"" for Sa… https://t.co/HhvrujSjD7"
CNN,-0.3412,0.103,0.897,0.0,90,10/05/2018,"Juror after juror said Jason Van Dyke was not a good witness. He was rehearsed, some said. He was not believable, s… https://t.co/xkb34pO9St"
CNN,0.0,0.0,1.0,0.0,91,10/05/2018,"RT @OutFrontCNN: Democratic nominee Ayanna Pressley says Brett Kavanaugh's confirmation is a ""permanent black eye"" on the Senate and believ…"
CNN,-0.25,0.091,0.909,0.0,92,10/05/2018,"RT @AC360: In a sit-down interview with @DanaBashCNN, Dr. Ford's lawyers address the accusation that her testimony was designed simply to c…"
CNN,-0.1244,0.085,0.915,0.0,93,10/05/2018,A lawyer representing Christine Blasey Ford says she absolutely does not want Brett Kavanaugh impeached if Democrat… https://t.co/2G1jjQB6Zt
CNN,0.0,0.0,1.0,0.0,94,10/05/2018,"RT @cnnbrk: Sen. Steve Daines will be attending his daughter's wedding Saturday in Montana, but still may fly back to Washington to vote to…"
CNN,0.0,0.0,1.0,0.0,95,10/05/2018,This Louisiana library waived its $3 late fee for an overdue book that was returned after 84 years… https://t.co/98gzdAs93s
CNN,0.743,0.0,0.717,0.283,96,10/05/2018,Former President George W. Bush made several calls reassuring Sen. Susan Collins about Supreme Court nominee Brett… https://t.co/noo3ZYN41P
CNN,0.3182,0.0,0.796,0.204,97,10/05/2018,'Emotional' Facebook staff meeting addresses exec who supported Kavanaugh https://t.co/wpzGO6HVIa
CNN,0.4019,0.0,0.895,0.105,98,10/05/2018,Sen. Joe Manchin of West Virginia is on track to be the only Senate Democrat to break ranks with his party and vote… https://t.co/o6QEOIC9R2
CNN,0.7506,0.0,0.758,0.242,99,10/05/2018,"""I have a very high standard. I have a very high bar for any nominee to the Supreme Court of the United States."" -… https://t.co/EqdCRXFSvN"
CNN,0.0,0.0,1.0,0.0,100,10/05/2018,"RT @CNNPolitics: Murkowski: ""A judge shall act at all times, not just sometimes when you're wearing your robe. But, a judge should act at a…"
Fox,0.8012,0.0,0.745,0.255,1,10/05/2018,"RT @fox: 🚨 @calibreapp is hiring (remote). @benschwarz is one of the most passionate people, deeply caring about building a sustainable, in…"
Fox,0.7089,0.0,0.718,0.282,2,10/05/2018,"If you’re interested in building a more welcoming Web, web performance, user experience, contributing in many areas… https://t.co/DEjPCYO61S"
Fox,0.8012,0.0,0.726,0.274,3,10/05/2018,"🚨 @calibreapp is hiring (remote). @benschwarz is one of the most passionate people, deeply caring about building a… https://t.co/TvvTzTKtJz"
Fox,0.2023,0.106,0.745,0.149,4,10/05/2018,"RT @lehudgins: ""I don't believe in equal opportunity offense because there isn't equal opportunity."" -@harikondabolu

#xoxofest2018"
Fox,-0.7964,0.323,0.677,0.0,5,10/05/2018,RT @GermanCityGirl: “There’s no goddamned thought police or so many white men would be arrested by now.” - @harikondabolu #XOXOFest #xoxo
Fox,-0.3818,0.169,0.74,0.092,6,10/05/2018,RT @jina: I'm tired of people saying that CSS is a useless skill to have. I built up my whole career around it and I'm proud of the work I'…
Fox,0.6249,0.0,0.687,0.313,7,10/05/2018,RT @femfreq: Great advice from @ContraPoints 😂😉 #XOXOFest #xoxo https://t.co/JxCOcxLNQ7
Fox,0.3612,0.0,0.889,0.111,8,10/05/2018,"After so many years, I’m finally here, ready to undeniably be blown away. 💙 @andymcmillan and @waxpancake for bring… https://t.co/j0vihTKMTN"
Fox,0.0,0.0,1.0,0.0,9,10/05/2018,@jennschiffer hi Jenn look right
Fox,0.4404,0.0,0.838,0.162,10,10/05/2018,"@ohhoe @alicegoldfuss pok pok, bollywood theather, woodsman tavern, harlow, good coffee, coava coffee, stumptown, s… https://t.co/aHWKgPpSTR"
Fox,0.0,0.0,1.0,0.0,11,10/05/2018,@paulozoom the only suitable plan seems to be ice cream?
Fox,0.5411,0.0,0.83,0.17,12,10/05/2018,@alicegoldfuss @ohhoe here to provide recommendations if anyone needs some! especially in SE ✌🏻
Fox,0.4939,0.0,0.775,0.225,13,10/05/2018,@paulozoom I see you creepin’ in the SE 👋🏻
Fox,0.0,0.0,1.0,0.0,14,10/05/2018,@mrmrs_ I got u https://t.co/rWaFh4GOaW
Fox,0.4939,0.0,0.652,0.348,15,10/05/2018,@amelielamont 🙋🏻
Fox,0.0,0.0,1.0,0.0,16,10/05/2018,"@justkelly_ok omg, see you there!"
